Name,Rating,Pace,Shooting,Passing,Dribbling,Defense,Physical,Vision,Reflex,Composure,Jumping,Foot,Age
Rio Hope-Gund,58,69,29,41,45,57,63,32,69,65,66,Right,25
Sam Hornby,58,60,57,54,62,51,54,44,52,45,60,Left,29
David Hurley,58,63,46,56,58,43,61,64,48,54,47,Left,25
Jonathan Hutters,58,60,60,59,60,29,53,29,50,43,54,Right,20
Hwang Soon Min,58,61,54,56,59,53,61,60,53,54,57,Left,34
Hwang Do Yun,58,65,45,58,58,48,61,60,56,62,47,Right,21
Emmanuel Iwe,58,80,55,49,60,32,53,52,47,48,57,Left,24
Zach Jeacock,58,57,56,62,62,29,57,39,46,26,44,Right,23
Nicolás Johansen,58,61,61,43,60,20,55,43,48,43,67,Left,29
Marc-André Jürgen,58,58,41,51,56,56,57,40,54,43,57,Left,24
Lucas Kåhed,58,73,50,55,67,48,39,62,57,58,40,Right,22
Edgar Kaizer,58,54,29,35,43,57,68,29,53,48,69,Left,20
Conor Kane,58,70,30,52,58,54,60,49,49,57,62,Left,25
Yiğit Karademir,58,68,24,34,37,59,60,30,60,47,68,Right,20
Sankara Karamoko,58,87,57,38,51,19,46,46,57,51,67,Right,20
Laxmikant Kattimani,58,57,59,58,60,40,58,15,48,25,52,Right,35
Tino Kaufmann,58,69,56,52,60,25,42,52,48,44,42,Right,19
Stijn Keller,58,60,59,60,58,39,56,44,42,33,46,Right,24
Michael Kelly,58,59,58,56,58,29,59,36,46,36,52,Right,28
Logan Ketterer,58,54,57,55,52,38,65,42,57,38,59,Right,30
Rafiq Khaleel,58,75,48,54,61,32,43,56,47,60,43,Right,21
Nelson Khumbeni,58,66,42,52,57,55,56,55,55,54,53,Right,21
Kim Keun Bae,58,60,57,57,59,42,56,32,51,43,56,Right,38
Kim Ju Yeop,58,62,36,44,53,55,62,40,55,47,62,Right,24
Kim Seung Sub,58,81,54,51,60,26,60,43,53,48,59,Right,27
Kim Seung Woo,58,53,24,29,39,57,66,30,62,58,65,Right,28
Kim Geon Hui,58,61,24,35,34,58,65,33,54,44,69,Right,21
Jakob Kindberg,58,54,57,59,60,27,61,38,50,41,47,Right,30
Sebastian Koch,58,87,56,52,62,32,54,49,55,51,70,Right,27
Gideon Kodua,58,74,51,53,61,29,42,56,47,56,40,Right,19
Kong Min Hyeon,58,61,57,47,58,20,54,47,61,56,60,Right,34
Nurettin Korkmaz,58,68,56,53,62,30,40,49,41,50,38,Left,22
Ayouba Kosiah,58,41,57,43,54,27,62,46,55,54,66,Left,23
Szymon Krawczyk,58,71,54,53,58,35,58,54,43,51,53,Right,20
Stefan Krell,58,59,58,60,56,31,58,39,52,40,44,Right,32
Danylo Krevsun,58,75,43,53,63,41,44,54,56,59,46,Right,19
Mikkel Kristensen,58,74,27,47,52,56,64,40,58,59,72,Left,18
Joshua Krüger,58,64,37,51,58,58,51,47,59,40,53,Right,20
Nandha Kumar Sekar,58,78,55,51,55,26,65,52,49,45,63,Right,28
Amir Kurdi,58,58,49,58,58,54,59,56,50,55,64,Right,33
Oskar Lachowicz,58,64,50,55,60,33,46,61,54,57,39,Right,19
Alessandro Lai,58,59,57,56,61,33,59,28,38,27,51,Right,23
Kameron Ledwidge,58,69,31,48,54,56,68,39,60,50,64,Left,23
Jakub Lewicki,58,64,44,56,57,52,57,58,52,52,51,Left,18
Paul Lewis,58,62,56,56,58,53,66,59,56,59,61,Right,29
Myles Lewis-Skelly,58,63,48,58,61,52,59,59,56,59,59,Left,17
Li Hailong,58,69,31,48,56,55,61,42,52,54,56,Right,28
Jakub Lis,58,67,42,54,57,55,58,48,54,42,50,Right,22
Filip Loftesnes-Bjune,58,63,40,53,58,54,59,48,51,46,52,Right,19
Sam Long,58,62,55,59,58,42,54,38,56,24,50,Right,21
Long Wei,58,54,31,51,53,55,65,52,52,50,56,Right,29
Cristhian Loor,58,59,54,50,65,17,59,36,45,39,44,Right,18
Matéo Loubatières,58,68,57,59,60,51,39,56,54,58,44,Left,20
Zak Lovelace,58,87,57,47,60,25,50,48,52,51,62,Right,18
Junior Luamba,58,79,54,44,60,29,60,46,50,56,72,Right,21
Rayan Lutin,58,70,47,56,70,47,39,55,50,65,36,Left,21
Brooklyn Lyons-Foster,58,54,29,44,45,58,61,39,54,50,62,Right,23
Ma Xingyu,58,57,43,53,58,55,62,64,55,53,57,Right,34
Harvey Macadam,58,60,53,55,58,55,70,52,57,56,70,Right,23
Maeng Seong Ung,58,58,40,59,55,55,56,61,53,44,47,Right,26
Juan Magallanes,58,68,39,57,60,52,58,62,55,54,53,Right,21
Ali Makki,58,49,27,46,42,58,66,42,56,42,63,Right,25
Jarzinho Malanga,58,70,54,52,59,26,56,54,55,49,57,Right,18
Kevin Mamani,58,68,27,46,49,54,52,41,52,42,50,Right,19
Abdoulie Manneh,58,72,55,43,57,21,63,52,53,49,71,Right,19
Johan Manzambi,58,69,45,56,62,55,61,58,61,55,63,Right,18
Mallki Marmanillo,58,54,56,50,59,37,58,49,58,30,54,Right,20
Jon Martín,58,68,26,37,45,56,64,25,58,48,69,Right,18
Kevin Martínez,58,61,55,58,59,22,59,45,49,40,52,Right,18
Fernando Martínez,58,59,31,40,54,57,52,35,53,40,53,Right,24
Loïs Martins,58,65,49,55,58,47,52,60,53,39,43,Right,20
Naif Masoud,58,59,32,52,49,58,56,47,60,47,53,Right,23
Jerry Mawihmingthanga,58,80,49,54,61,27,51,58,46,52,53,Right,27
Liam McCarron,58,82,47,51,58,52,48,49,51,44,53,Left,23
Ed McCarthy,58,66,52,52,58,48,66,53,49,42,50,Right,23
Jason McClelland,58,63,55,56,58,52,56,56,54,56,54,Left,27
Ben McCormack,58,68,52,58,60,47,52,59,50,60,58,Right,21
Robbie McCourt,58,45,50,56,58,58,58,57,57,55,56,Left,26
Declan McDaid,58,74,52,53,59,41,59,53,54,51,57,Right,28
Rowan McDonald,58,64,43,51,56,55,65,48,52,46,62,Right,22
Ryan McLaughlin,58,67,49,53,56,56,59,51,54,54,61,Right,29
Ryan McLean,58,77,52,50,57,23,59,44,48,49,54,Left,25
Corentin Michel,58,59,57,58,59,31,56,34,53,33,43,Right,24
Jack Milne,58,56,37,55,53,58,59,50,57,53,57,Right,21
David Mindombe,58,66,29,41,49,56,69,43,38,46,69,Right,23
Antonio Molina,58,69,55,55,59,34,52,51,49,46,51,Left,21
Joaquín Molina Huamán,58,49,26,47,34,60,60,25,49,40,60,Left,20
Moon Hyun Ho,58,62,51,48,66,31,52,31,53,24,56,Right,21
Valentyn Morgun,58,58,57,57,59,36,58,28,46,23,51,Right,23
Jaly Mouaddib,58,68,50,57,62,46,55,60,53,58,47,Right,25
Fabian Mrozek,58,57,56,58,60,31,57,39,53,37,51,Right,20
Mu Pengfei,58,58,55,53,57,30,56,56,62,28,59,Right,35
Jacob Muir,58,49,27,45,46,56,70,46,53,52,61,Right,22
Joy Mukena,58,56,29,36,40,58,65,34,51,51,69,Right,25
Pascal Müller,58,59,53,58,60,54,56,58,51,47,51,Right,21
Philipp Müller,58,68,39,55,53,54,58,41,53,56,60,Right,20
Miguel Muñoz,58,61,31,49,47,61,59,33,48,53,60,Right,27
Beltran Mvuka,58,79,50,53,58,23,45,55,53,45,56,Right,25
Kelly N'Mai,58,90,50,49,60,29,38,49,48,56,44,Right,20
Mohammad Nawaz,58,59,55,59,62,39,55,53,51,30,46,Right,24
Montell Ndikom,58,69,54,53,64,32,50,53,49,61,49,Left,19
Rudolf Ndualu,58,85,52,51,61,29,67,45,43,40,68,Right,25
Moutaz Neffati,58,62,49,54,58,55,52,52,54,54,55,Right,20
George Nevett,58,62,25,44,50,58,62,45,57,55,65,Left,18
Serge Ngoma,58,90,47,47,62,38,57,50,39,46,62,Right,19
Darragh Nugent,58,55,55,57,56,57,64,59,57,56,61,Right,23
Alan Nuñez,58,74,27,50,53,54,51,48,47,40,52,Right,19
Connor O'Brien,58,79,29,46,55,50,64,36,53,50,63,Right,20
Josh O'Connor,58,72,57,43,61,25,57,40,56,59,66,Right,20
Justin Obikwu,58,83,55,40,55,28,70,47,56,51,80,Right,20
Emmanuel Ogura,58,60,57,61,59,64,58,42,44,40,56,Right,22
Ezequiel Olivera,58,74,59,34,52,58,46,36,54,49,46,Right,20
Olufela Olomola,58,74,55,45,57,25,73,54,52,57,75,Right,27
Filip Olsson,58,71,51,56,58,49,61,60,55,57,56,Right,25
Oludare Olufunwa,58,61,38,49,53,55,66,45,57,51,64,Right,23
Oskar Opsahl,58,73,39,51,57,52,58,46,52,48,58,Left,23
Lewis Orford,58,61,43,58,57,50,60,60,55,63,53,Right,18
Manuel Osifo,58,78,26,49,58,58,62,42,47,42,73,Right,21
Haqi Osman,58,77,56,56,58,30,35,51,39,51,48,Right,22
Sebastian Otoa,58,61,34,41,45,57,65,36,56,44,61,Right,20
Tiemoko Ouattara,58,66,50,50,61,23,46,56,45,41,43,Right,19
Abdoul Kader Ouattara,58,71,59,42,54,17,48,50,57,50,57,Right,19
Daniel Pantschenko,58,67,37,53,57,56,52,53,60,39,53,Right,21
Antony Papadopoulos,58,71,53,57,60,53,61,60,56,56,55,Right,21
Jordi Paulina,58,74,44,57,60,36,63,58,53,56,66,Right,19
Peng Peng,58,58,56,52,65,17,57,42,48,33,48,Right,23
Lúkas Petersson,58,58,57,55,58,35,57,36,50,34,59,Right,20
Adam Petersson,58,61,53,54,61,54,57,55,56,56,51,Right,24
Daniel Pike,58,73,33,50,57,53,54,47,54,48,55,Right,22
Diego Píriz,58,53,63,40,51,25,60,48,48,42,69,Right,18
Sergiu Pîrvulescu,58,71,41,47,56,53,65,49,54,52,60,Right,21
Filip Piszczek,58,70,54,49,54,27,68,52,56,49,81,Right,29
Marco Pledl,58,70,52,56,57,40,48,56,51,48,41,Right,23
Luca Podlech,58,52,58,52,63,26,55,36,56,27,55,Right,19
Tom Poitoux,58,57,58,58,59,33,56,24,49,22,37,Right,19
Finlay Pollock,58,67,46,55,62,40,47,58,51,55,46,Right,20
Tom Pouilly,58,67,39,48,52,54,58,45,48,45,56,Right,21
Vlad Prejmerean,58,64,43,55,59,53,59,57,60,46,57,Right,26
Fotis Pseftis,58,59,56,61,60,22,58,33,50,27,53,Right,21
Rekeil Pyke,58,75,55,45,61,43,64,49,57,54,70,Right,27
Mihnea Rădulescu,58,78,54,52,60,22,55,46,41,45,55,Left,18
Lilian Raillot,58,63,40,53,57,55,64,45,60,50,66,Right,20
Leo Ramirez-Espain,58,52,49,59,60,54,54,60,55,59,53,Right,17
Lukas Reich,58,68,36,51,53,51,62,45,57,40,52,Right,17
Jayden Reid,58,85,32,50,60,47,63,35,46,43,63,Left,23
Arlind Rexhepi,58,68,52,52,63,26,43,59,40,48,37,Right,21
Jairo Reyes,58,71,36,55,57,55,64,53,48,60,72,Right,18
David Richards,58,57,56,56,61,35,55,45,54,40,57,Right,30
Rico Richards,58,68,51,52,62,26,45,55,48,51,45,Left,20
Jannik Robatsch,58,65,27,44,48,58,59,44,47,49,63,Left,19
Santiago Rollano,58,71,54,51,60,29,49,47,48,46,44,Left,20
Hormipam Ruivah,58,54,35,43,50,59,68,38,44,50,72,Right,23
Elkin Ruiz,58,76,38,45,56,53,52,42,49,38,58,Left,18
Abundance Salaou,58,63,27,51,55,54,59,50,54,50,54,Right,20
Dino Salihovic,58,67,40,55,59,51,62,55,56,46,58,Right,21
Sverre Hakami Sandal,58,64,49,57,57,45,61,58,56,56,60,Right,21
Rasmus Sandberg,58,59,58,56,59,30,57,43,49,32,51,Right,23
Nicholas Scardina,58,69,46,52,62,26,42,50,38,43,35,Right,23
Maximilian Scharfetter,58,74,54,52,57,39,52,52,50,44,53,Right,22
Sandro Schendl,58,77,47,53,62,51,53,48,49,49,48,Right,21
Fabian Scherger,58,59,58,56,59,56,58,51,50,52,59,Left,22
Florian Schmid,58,64,56,39,52,26,66,45,56,53,69,Right,24
Cedwyn Scott,58,72,57,49,60,24,61,52,60,54,65,Right,25
Ryheem Sheckleford,58,74,31,42,54,54,60,41,52,54,57,Right,27
Shi Xiaodong,58,54,55,57,58,29,57,46,67,57,47,Right,27
Lewis Shipley,58,64,28,45,50,55,64,38,52,47,63,Left,20
Udanta Singh,58,85,52,49,58,32,61,46,47,55,72,Right,28
Suresh Singh Wangjam,58,82,39,52,58,54,75,61,57,57,57,Right,24
Brage Skaret,58,53,29,43,46,57,65,36,49,49,68,Right,22
Sam Slocombe,58,59,57,56,58,39,57,38,55,43,47,Right,36
Kacper Śmiglewski,58,50,57,46,57,23,65,40,62,62,64,Right,19
Connor Smith,58,63,56,62,62,38,40,63,45,64,35,Right,22
Tunmise Sobowale,58,77,46,51,57,52,73,46,48,53,75,Right,25
Jordy Soladio,58,64,58,52,62,18,49,57,58,60,47,Right,26
Elias Sebastian Solberg,58,72,47,55,64,35,44,54,41,59,43,Right,20
Lino Sousa,58,62,39,54,57,56,54,55,52,59,56,Left,19
Mason Stajduhar,58,59,56,58,60,33,57,25,53,36,54,Right,26
Yannic Stein,58,61,54,56,62,28,57,38,48,43,45,Right,19
Jonah Sticker,58,66,28,50,53,53,58,40,59,47,59,Right,20
Frank Stople,58,59,60,57,61,28,57,25,39,21,52,Right,22
Jamie Stott,58,67,26,45,46,57,68,39,51,51,72,Left,26
Jack Stretton,58,66,58,43,56,25,54,50,56,57,64,Right,23
Su Yuanjie,58,75,50,51,62,51,56,60,60,43,72,Right,29
Yahya Sunbul,58,75,48,51,60,40,60,47,45,43,59,Right,26
Jakub Sypek,58,74,50,53,61,44,55,54,51,58,62,Right,23
Matei Tănasă,58,76,50,57,60,28,49,60,48,59,47,Right,18
Strahinja Tanasijević,58,46,29,42,50,59,63,27,51,54,60,Right,27
Devan Tanton,58,68,33,44,57,55,65,36,53,42,59,Right,20
Omar Taylor-Clarke,58,69,48,54,61,54,56,53,51,52,52,Right,20
Rodrigo Teliz,58,66,58,54,63,57,50,55,50,58,38,Right,19
El Mami Tetah,58,71,48,52,63,33,43,54,48,48,46,Left,22
Mike Themsen,58,66,46,55,63,42,54,54,58,58,48,Right,18
Andrew Thomas,58,61,58,60,61,25,57,51,41,34,55,Right,26
Miller Thomson,58,73,53,55,59,54,47,52,55,55,60,Right,20
Darrell Kamdem Tibell,58,77,56,43,56,19,59,44,52,45,74,Right,22
Mihai Toma,58,69,54,59,58,47,53,56,53,53,46,Right,17
Mathis Touho,58,72,59,51,61,35,48,55,44,55,55,Right,19
Musa Toure,58,84,58,46,60,31,58,47,54,54,71,Right,18
Aron van Lare,58,61,59,62,60,36,59,61,35,22,42,Right,21
Diego van Oorschot,58,74,60,49,62,28,39,55,54,54,52,Right,18
Jasper Van Oudenhove,58,65,43,57,53,53,52,61,58,49,50,Left,25
Timon Vanhoutte,58,60,56,54,60,30,56,30,48,33,50,Right,20
Jakob Vester,58,71,48,53,64,52,50,54,58,62,43,Right,19
Jayson Videira,58,71,57,45,56,19,57,47,54,48,62,Right,19
Matti Wagner,58,72,34,49,55,54,50,44,56,50,48,Left,19
Gabriel Wallentin,58,53,25,37,39,58,64,34,55,45,63,Right,23
Wang Jie,58,35,43,40,50,55,67,31,48,58,65,Right,35
Wilson Waweru,58,71,58,46,54,28,63,50,51,50,74,Right,23
Szymon Weirauch,58,57,56,55,62,32,57,37,54,22,54,Right,20
Charlie Wellens,58,64,54,57,58,54,59,51,62,55,51,Right,21
Wen Da,58,70,45,43,55,53,63,45,58,42,68,Right,24
Colm Whelan,58,67,59,47,57,34,60,40,55,57,68,Right,24
Amund Wichne,58,59,56,60,61,45,56,42,48,38,56,Right,27
Charlie Wiggett,58,51,33,47,46,57,67,38,54,44,61,Right,21
Will Wilson,58,70,55,55,56,50,61,57,59,50,56,Right,22
Max Woltman,58,66,54,51,61,21,46,55,57,55,52,Right,21
Philipp Wydra,58,63,46,54,60,49,53,57,56,45,49,Right,21
Xu Dong,58,65,29,38,47,59,67,36,49,38,70,Right,33
Xu Haofeng,58,69,27,42,52,56,62,37,59,46,58,Right,25
Bilal Yalçınkaya,58,68,54,54,62,32,45,60,49,56,42,Right,18
Yang Chaosheng,58,81,53,46,61,45,53,42,49,41,64,Right,31
Ephraim Yeboah,58,82,53,48,58,18,40,49,50,50,55,Right,18
Oğuzhan Efe Yılmaz,58,58,40,55,57,54,51,43,60,42,50,Right,21
Yin Congyao,58,70,54,53,59,39,61,53,51,56,59,Right,27
Yoon Min Ho,58,65,53,52,62,32,42,53,48,46,32,Right,24
Jonny Yull,58,69,49,59,64,46,57,59,56,58,50,Right,19
Louis Zabala,58,69,48,56,61,51,67,55,53,56,60,Right,23
Nikola Zečević,58,67,27,40,51,58,63,37,59,54,67,Right,20
Besfort Zeneli,58,70,52,53,62,22,41,56,51,55,39,Right,21
Zhao Jianfei,58,67,25,37,46,57,63,32,52,41,63,Right,25
Jan Ziółkowski,58,62,28,41,39,58,60,31,59,47,65,Right,19
Hubert Zwoźny,58,69,43,51,58,54,62,54,52,50,56,Right,20
James Abankwah,57,66,29,44,53,55,67,25,50,51,67,Right,20
Hamza Abdallah,57,62,35,43,52,54,51,38,58,40,47,Right,21
Nabil Aberdin,57,53,25,44,40,59,59,26,57,45,55,Right,22
Desmond Acquah,57,66,49,55,57,39,44,55,55,48,45,Right,22
Nino Adom-Malaki,57,80,35,46,52,52,55,49,52,55,56,Left,20
Stephen Afrifa,57,73,58,40,58,18,51,46,47,46,60,Right,23
Jeremy Agbonifo,57,71,53,54,58,26,57,57,52,58,54,Left,18
Yannick Agnero,57,72,54,45,61,19,52,57,56,56,59,Right,21
Hamza Yiğit Akman,57,73,51,55,70,47,41,55,50,58,47,Right,19
Zaid Al Bawardi,57,60,58,61,55,28,56,48,47,25,49,Left,27
Hisham Al Dubais,57,69,56,43,55,22,55,42,56,49,62,Right,22
Yahya Al Najai,57,78,51,51,58,28,53,51,49,50,56,Right,25
Meshari Al Nemer,57,71,52,39,54,20,58,38,52,44,70,Right,21
Mubarak Al Rajih,57,65,23,36,37,57,68,27,48,43,78,Right,21
Mohammed Al Saeed,57,70,42,56,58,50,55,54,54,50,54,Left,27
Farha Al Shamrani,57,66,42,54,59,53,52,56,57,48,41,Right,18
Abdihakin Ali,57,64,47,53,61,48,50,54,52,45,37,Right,22
Oliver Amby,57,66,41,54,51,56,55,55,55,44,50,Right,19
Victor Andersson,57,74,50,53,63,23,34,53,38,49,36,Right,19
Kai Andrews,57,74,56,54,58,54,59,56,47,48,68,Right,18
Samuel Anini Jr,57,76,51,51,60,27,44,50,50,52,42,Right,22
Cameron Antwi,57,63,37,51,57,54,62,54,51,43,58,Right,22
Alexander Aoraha,57,65,44,57,63,46,52,53,51,57,48,Left,21
Charles Yaw Appiah,57,72,50,50,62,25,47,51,48,47,46,Left,18
Leonardo Arana,57,71,48,49,62,31,47,48,47,45,41,Left,20
Isaac Asante,57,70,48,49,64,32,49,54,48,58,51,Right,22
Siaka Bakayoko,57,61,29,41,48,58,55,26,53,51,57,Right,19
Alama Bayo,57,69,50,43,65,25,44,44,53,45,47,Right,18
Vitalie Becker,57,61,42,50,53,54,55,45,53,47,53,Left,19
Ludvig Begby,57,65,47,55,56,26,44,58,47,54,37,Left,27
Matt Bersano,57,60,51,60,58,23,54,41,60,38,54,Right,32
Hosine Bility,57,56,25,36,41,53,69,27,50,44,73,Right,23
Israel Boatwright,57,70,22,33,62,55,50,36,55,45,45,Right,19
Valentin Borcea,57,68,51,50,58,43,57,53,55,45,58,Right,22
Vincent Borden,57,59,24,42,48,58,61,34,53,39,58,Right,25
Federico Brancolini,57,53,59,64,56,25,60,38,47,25,48,Right,23
Gabriel Breeze,57,56,56,55,58,25,55,36,50,36,34,Right,20
Ryan Brennan,57,43,57,56,56,53,61,58,57,58,59,Right,32
Nathan Broome,57,56,58,57,58,36,54,40,48,26,44,Right,22
Daniel Bunk,57,63,44,57,61,33,33,58,52,51,31,Right,20
Cian Byrne,57,53,30,41,45,57,63,40,51,51,61,Right,21
Brandon Cambridge,57,67,35,54,61,49,59,57,55,54,58,Right,22
Jessel Carneiro,57,68,33,51,54,52,62,52,49,43,48,Left,34
Matty Carson,57,64,44,53,53,52,55,44,53,43,51,Left,21
Josué Castillo,57,61,39,51,57,54,56,49,55,44,49,Right,20
Theo Chapman,57,75,52,53,60,33,48,56,53,55,48,Right,19
Chen Jie,57,55,43,49,56,56,72,56,49,38,67,Right,34
Cristian Chira,57,63,53,58,58,49,57,57,52,58,54,Right,22
Choi Cheol Won,57,59,56,53,57,29,57,47,52,30,54,Right,30
Choi Gi Yun,57,68,48,48,61,34,45,49,58,42,35,Right,22
Choo Sang Hun,57,74,50,45,61,24,43,45,54,46,41,Right,24
Samy Chouchane,57,61,44,54,58,56,55,52,54,45,60,Right,21
John Clarke,57,62,31,37,55,57,61,35,56,45,61,Left,20
Fin Conchie,57,66,45,58,57,52,72,59,57,59,61,Right,21
Dixon Contreras,57,60,54,57,55,23,53,35,56,18,36,Right,22
Ethan Cox,57,59,57,55,57,33,54,33,52,23,39,Right,20
Sadin Crnovrsanin,57,63,24,38,43,57,63,26,50,38,58,Right,22
Mauricio Cuevas,57,72,30,45,55,52,45,38,49,44,41,Right,21
Leon Cuk,57,59,55,53,57,27,56,35,48,22,41,Right,21
Kamil Cybulski,57,66,50,58,56,50,53,58,51,53,51,Right,18
Vontae Daley-Campbell,57,68,39,50,52,52,62,44,50,48,60,Right,23
James Daly,57,75,56,43,58,25,47,44,55,50,62,Left,24
Gabriel Dănuleasă,57,62,24,42,39,55,65,38,50,43,68,Right,21
Bajung Darboe,57,55,39,52,58,49,54,57,43,55,47,Right,17
Tom Davies,57,73,39,54,55,50,54,45,53,48,55,Left,20
Warren Davis,57,69,47,49,59,25,51,57,48,57,55,Right,19
Maurice Dehler,57,60,55,52,59,25,55,44,45,35,36,Right,20
Aodh Dervin,57,60,50,53,59,55,65,57,57,59,57,Right,25
Marcus Dinanga,57,71,56,43,57,19,55,49,53,44,66,Right,26
Alouis Diriken,57,41,22,38,47,58,57,30,52,43,50,Right,20
Regan Donelon,57,68,35,54,54,52,56,52,45,57,47,Left,28
Romelle Donovan,57,79,46,49,64,29,45,53,46,52,45,Left,17
Jacob Dowse,57,65,54,58,55,44,65,59,53,54,68,Left,24
Marc Niclas Dühring,57,68,37,50,49,52,53,42,51,50,56,Left,20
Yaya Dukuly,57,85,45,47,61,31,54,51,54,49,61,Left,21
Luke Duzel,57,66,49,58,59,48,62,56,54,56,54,Right,22
Christian Egbutudike,57,57,61,41,53,22,56,52,48,45,64,Right,21
Hayrullah Erkip,57,63,56,54,60,34,44,45,39,46,45,Left,21
Aaron Essel,57,66,43,48,54,55,68,41,56,46,66,Right,19
Ahmad Faqa,57,56,48,39,55,56,66,28,46,50,67,Right,21
Zack Farnsworth,57,74,30,41,52,56,60,31,42,45,66,Left,22
Bobby Faulkner,57,68,27,33,41,56,67,27,54,45,71,Right,20
Josh Feeney,57,53,31,42,41,58,57,37,52,61,58,Right,19
Justin Ferizaj,57,66,50,55,59,49,55,60,53,65,41,Right,19
Alexander Fesshaie,57,75,55,50,63,25,52,54,56,55,58,Left,20
Robert Filip,57,67,50,57,56,49,64,48,57,41,62,Right,22
Nick Firmino,57,59,48,54,61,35,49,54,52,40,42,Right,23
Ajani Fortune,57,62,42,55,54,43,55,50,57,39,54,Right,21
Franciszek Franczak,57,71,48,53,62,45,42,51,40,53,38,Right,17
Robbie Fraser,57,72,37,48,55,55,56,47,53,57,61,Left,21
Miguel Freckleton,57,71,30,40,41,57,69,39,53,47,71,Left,21
Malcolm Fry,57,65,57,53,58,27,56,55,45,58,64,Right,19
Ramiro Nahuel García,57,56,56,49,60,27,54,37,57,33,50,Right,22
Gabriel Gheorghe,57,76,43,51,63,37,51,55,50,56,47,Right,17
Juan José Giménez,57,72,49,51,61,27,49,57,37,45,41,Left,21
Tim Goller,57,58,59,55,57,21,57,21,44,39,50,Right,19
Thomas González,57,58,48,46,51,58,60,45,54,45,59,Right,20
Chafik Gourichy,57,84,50,51,65,40,44,49,50,43,52,Right,23
Lukas Graf,57,54,49,50,51,57,56,32,52,38,59,Right,30
Will Greenidge,57,63,33,44,48,57,64,39,55,40,68,Right,22
Seán Grehan,57,57,24,43,49,57,61,45,52,56,63,Right,20
Aaron Gurd,57,48,29,37,41,56,66,36,56,46,60,Right,22
Tyler Hall,57,61,28,53,56,58,52,48,47,39,59,Right,18
Victor Emanuel Halvorsen,57,57,50,54,57,55,60,56,57,48,59,Right,20
Rinto Hanashiro,57,67,49,52,62,33,44,56,62,54,42,Right,19
Kayden Harrack,57,66,27,41,45,55,69,40,51,44,70,Right,20
Calvin Harris,57,67,54,48,60,33,56,53,45,55,62,Right,24
Fenton Heard,57,72,51,57,60,42,53,57,52,57,52,Right,19
Fabian Heck,57,58,58,59,57,25,56,38,41,30,53,Right,19
Luke Heeney,57,65,27,51,51,54,62,51,48,48,53,Right,25
Malik Henry-Scott,57,59,57,44,57,36,54,52,53,52,49,Right,22
Selmin Hodza,57,64,47,54,57,52,49,57,57,52,45,Right,21
Elias Höftmann,57,59,57,56,59,26,55,35,42,35,42,Right,20
Lucas Høgsberg,57,71,25,44,58,51,58,42,58,46,56,Right,18
Matúš Holíček,57,74,47,50,60,31,53,53,54,56,56,Right,19
Colm Horgan,57,62,31,54,55,53,61,53,56,55,60,Right,30
Isaac Hughes,57,59,39,49,49,57,64,49,56,61,59,Right,20
Luka Hujber,57,64,38,52,55,52,58,51,52,49,52,Right,25
Andrin Hunziker,57,63,54,38,47,25,66,45,50,47,77,Right,21
Hwang Sung Min,57,57,58,58,55,39,60,62,46,64,52,Right,33
Bradley Ihionvien,57,80,55,42,53,24,68,48,49,52,75,Left,20
Filip Ilie,57,75,56,40,59,19,51,48,57,53,57,Right,22
Alexandru Irimia,57,70,47,56,62,43,48,62,55,60,39,Right,18
David Jaunegg,57,60,39,47,56,56,61,33,55,52,61,Right,21
Cole Jensen,57,60,60,60,58,20,59,21,33,33,57,Right,23
Jiang Zilei,57,75,48,49,60,39,59,52,50,42,62,Right,27
Simon Joachims,57,69,50,53,53,30,53,41,49,50,51,Right,22
Daniel Job,57,78,48,49,57,25,54,52,48,53,54,Right,19
Zak Johnson,57,60,28,40,52,56,64,36,52,38,68,Right,20
Arkell Jude-Boyd,57,74,44,50,56,52,57,50,54,50,59,Right,21
Jung San,57,56,56,58,55,44,56,31,55,58,57,Right,35
Jung Han Min,57,68,59,45,59,27,57,53,50,46,61,Right,23
Robin Kalem,57,73,52,52,58,27,53,52,40,51,55,Right,22
Robert Kampa,57,57,57,54,57,21,56,34,50,39,35,Right,19
Jardell Kanga,57,69,53,55,59,32,56,58,55,62,51,Left,18
Eren Karaağaç,57,66,37,49,60,54,51,38,46,45,52,Left,20
İlker Karakaş,57,57,58,43,51,25,68,45,46,58,72,Right,25
Cian Kavanagh,57,64,54,50,54,25,67,54,52,52,70,Right,21
Brandon Khela,57,60,48,57,58,47,55,60,57,58,50,Right,19
Evan Khouri,57,72,44,53,57,53,61,52,56,50,50,Left,21
Kasper Kiilerich,57,58,55,52,57,23,59,48,48,27,52,Right,18
Yakup Arda Kılıç,57,72,52,48,63,28,53,48,50,54,50,Right,19
Kim Dong Jin,57,49,48,54,57,54,60,56,56,58,49,Right,21
Maxwell Kinsey,57,60,30,38,41,57,65,37,50,46,65,Right,19
Juri Kirchmayr,57,61,53,55,60,28,53,37,54,38,45,Right,18
Aki Koch,57,60,56,59,62,23,57,29,38,24,50,Right,20
Samuel Kotto,57,69,35,43,42,51,78,35,45,44,72,Left,21
Marcel Krajewski,57,66,45,51,58,50,56,50,55,47,55,Right,19
Erik Krantz,57,59,57,56,57,25,59,45,38,39,53,Right,28
Jonas Kühn,57,71,34,46,52,52,57,38,53,44,55,Right,22
